pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"PT Hokinda Citralestari","Supervisor Sales Palembang",Palembang,false,LABEL_COMPETITIVE_SALARY,"[""D3""]",Supervisor,https://karir.com//opportunities/1357296,"Tidak Disebutkan","<ul><li>Min. D3 Semua Jurusan</li><li>Mampu berkomunikasi dengan baik</li><li>Memiliki SIM A dan menguasai wilayah Sumsel &amp; sekitarnya<br></li><li>Berpengalaman memimpin tim sales</li></ul><p><strong>Benefit :</strong><br></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Insentif Penjualan</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:57:58.629292Z
"PT Grita Artha Kreamindo","  Officer Front Liner","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394307,"Tidak Disebutkan","<br><p><ul><li>Pria / Wanita
</li><li>Tinggi min. 155 cm (wanita) dan&nbsp; 165 cm (pria)
</li><li>Usia maksimal 25 tahun
</li><li>Minimum D3</li><li>Bekerja dengan sistem shift &amp; rolling lokasi kerja</li><li>Memiliki kemampuan &amp; komunikasi yang baik (customer oriented)</li><li>Bersedia melaksanakan perjalanan dinas luar kota</li><li>Bersedia ditempatkan di seluruh outlet 5ásec Indonesia khusus untuk Pria (Jakarta, Bogor, Bandung, Semarang, Palembang, Batam, Bali, Balipapan, Manado, Makasar)
</li></ul></p><br>",2024-03-18T08:01:30.311692Z
"PT Hokinda Citralestari","Salesman Bandung",Bandung,true,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1390902,"Tidak Disebutkan","<ul><li>Minimal SMA / sederajat
</li><li>Mampu berkomunikasi dengan baik
</li><li>Memiliki SIM C dan menguasai rute jalan
</li><li>Umur maksimal 35 tahun
</li><li>Wajib Kunjungan 12 toko / hari
</li><li>Penempatan di Bandung</li></ul><p><strong>Benefit:</strong></p><ul><li>Tunjangan Transport &amp; Tunjangan Makan</li><li>BPJS
</li><li>Insentif Penjualan
</li><li>Training
</li><li>Jenjang Karir</li></ul>
",2024-03-18T03:59:39.14424Z
"PT Hokinda Citralestari","Supervisor IT Support & Networking",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]",Supervisor,https://karir.com//opportunities/1357309,"Tidak Disebutkan","<ul><li>S1 Teknik Informatika / Sistem Informasi</li><li>Menguasai Networking, troubleshooting dan Windows Server 2008 ke atas</li><li>Memiliki pengalaman di bidang yang sama min. 1 tahun</li><li>Tidak Buta Warna</li></ul><p><strong>Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:58:16.883183Z
"PT Hokinda Citralestari","Staff Budget & Cost Control",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1357313,"Tidak Disebutkan","<ul><li>S1 Akuntansi/Finance</li><li>Menyukai bidang analisa biaya</li><li>Menyukai hal yang membutuhkan ketelitian</li></ul><p><strong>&nbsp;Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li></ul>",2024-03-18T03:58:29.900231Z
"PT Daya Medika Pratama","Front-end developer",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1392476,"Tidak Disebutkan","<p>Angular and Typescript,
</p><p>Angular Material,
</p><p>SCSS,
</p><p>Angular powered Bootstrap,
</p><p>HTML5 &amp; DOM API,
</p><p>Karma &amp; Jasmine automated testing,
</p><p>and a touch about micro frontends.</p><p>minimum of 3 years of experience as a Front-end developer,
</p><p>minimum of 3 years working with Typescript and Angular,
</p><p>proficient with front-end technologies, such as HTML, TypeScript, and CSS,
</p><p>working knowledge of Angular and RxJS,
</p><p>proficient use of Git/Gitlab,
</p><p>ability to make good UX/UI decisions,
</p><p>critical thinking and problem-solving skills,
</p><p>ability to work with the team,
</p><p>good organisational and time-management skills,
</p><p>good communication skills,
</p><p>know-to-use: GitLab, TeamCity CI, Upsource (code review), JIRA, and OKR.</p>",2024-03-18T05:46:02.103181Z
"VIBE United","Talent Recruiter","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394298,"Tidak Disebutkan","<p>Pendidikan minimal D3</p><p>Pengalaman minimal 1 tahun</p><p>Pengalaman dalam penjualan</p><p>Kemampuan manajemen dan komunikasi yang kuat<br></p>",2024-03-18T05:01:32.642405Z
"PT Hokinda Citralestari","Supervisor Budget and Cost Control",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]",Supervisor,https://karir.com//opportunities/1357305,"Tidak Disebutkan","<ul><li>S1 Akuntansi / Finance</li><li>Mampu menyusun Budget dan menganalisa cost perusahaan</li></ul><p><strong>Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:58:04.828015Z
"PT Tata Karya Gemilang","Team Leader Area (Cleaning Service & Pest Control)",Semarang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1391923,"Tidak Disebutkan","<ul><li>Pria atau Wanita
</li><li>maksimal umur 35 tahun
</li><li>Lulusan S1 Entomolog / Kesehatan Lingkungan dari Fakultas Kesehatan Masyarakat
</li><li>Pengalaman minimal 1 tahun sebagai Field Biologist
</li><li>Pengalaman minimal 1 tahun di Fumigasi dan Termite Control
</li><li>Mempunyai kemampuan pembuatan reporting daily, weekly atau pun monthly
</li><li>Memahami tentang Pengendalian Terpadu Vektor dan Reservoir Penyakit</li></ul>",2024-03-18T07:07:50.420865Z
"PT Hokinda Citralestari","Marketing Manager",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Manajer - Departemen",https://karir.com//opportunities/1357311,"Tidak Disebutkan","<ul><li>S1 Management Pemasaran (Marketing)</li><li>Mampu berkomunikasi dengan baik</li><li>Mampu menyusun strategi marketing baik yang online maupun offline serta alokasi budget marketing masing-masing aktivasi untuk mendukung tercapainya target penjualan</li><li>Berpengalaman di bidang yang sama min. 2 tahun</li><li>Tidak Buta Warna</li></ul><p><strong>Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:58:24.681204Z
"PT Handal Guna Sarana","Management Trainee (Logistic)","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394312,"Tidak Disebutkan","<p><ul><li>Dapat bekerja bersama team.</li><li>Punya keinginan menyelesaikan pekerjaan.</li><li>Dapat bertahan di dalam tantangan yang ada</li></ul></p><br>",2024-03-18T10:59:31.972454Z
"PT Daya Medika Pratama","Microsoft Dynamics AX / 365 ERP - Konsultan teknikal",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1393063,"Tidak Disebutkan","<p>Microsoft Dynamics AX, D365 F&amp;O, X++, SSRS/ Power BI/ Azure</p>",2024-03-18T05:45:49.124283Z
"PT HASWARA ANJAYA AKEH","Accounting (Cikarang)","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1394289,"Tidak Disebutkan","<p><strong>Kualifikasi:
</strong></p><p><strong>
</strong></p><p>- Wanita, usia max 35 tahun
</p><p>- Pendidikan min. S1
</p><p>- Mampu membuat laporan keuangan
</p><p>- Tegas, disiplin, bertanggung jawab
</p><p>- Rajin dan jujur
</p><p>- Dapat mengoperasikan aplikasi komputer
</p><p>- Pengalaman di accounting &amp; pernah bekerja di konsultan pajak
</p><p>- Pandai membuat budget sheet</p>







",2024-03-18T02:35:51.806881Z
"PT Usaha Gunabhakti Mandiri","Driver Cabang Tanjung Priok","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394302,"Tidak Disebutkan","<p>Requirements</p><p>1. Sudah Booster Pertama (WAJIB)</p><p>2. Berdomisili di DKI Jakarta</p><p>3. Paham daerah Tanjung Priok,</p><p>4. Ahli mengendarakan mobil Jenis matic/manual</p><p>5. Paham menggunakan google Maps</p><p>6. Memiliki Etika dan sopan</p><p>7. Berusia Maksimal 30 tahun</p><p>8. Minimal 2 Tahun Pengalaman sebagai Driver<br><br><br><br><br><br><br><br><br><br><br><br></p>",2024-03-18T06:51:15.492632Z
"PT Jesindo Sarana Usaha","Account Executive ",Cirebon,true,LABEL_COMPETITIVE_SALARY,"[""SMA""]",Supervisor,https://karir.com//opportunities/1394286,"Tidak Disebutkan","Pendidikan Min. SMA/SMK/SEDERAJAT<p>Berpengalaman di bIdang Sales min. 1 Tahun (diutamakan)&nbsp;</p><p>Non Pengalaman silahkan Melamar</p><p>Welcome Fresh Graduate</p><p>Bersedia bekerja di bawah tekanan</p><p>Berorientasi dengan target&nbsp;</p><p><br></p>",2024-03-17T07:05:12.167022Z
"PT Bhakti Satria Persada","SALES EXECUTIVE","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394287,"Tidak Disebutkan","<p>&bull; Minimal S1 , lulusan baru dipersilakan<br />
&bull; Usia maksimal 27 tahun, laki / perempuan<br />
&bull; Pengalaman penjualan lebih diutamakan<br />
&bull; Harus tangguh, mempunyai semangat yang kuat, persuasif, dan disiplin,<br />
dengan kemampuan berbahasa Inggris<br />
&bull; Tanggung jawabnya termasuk mengunjungi 30 outlet setiap hari, bekerja<br />
Senin sampai Sabtu<br />
&bull; Harus memiliki sepeda motor, Surat Izin Mengemudi (SIM) dan<br />
mendemonstrasikan berkendara yang aman<br />
&bull; Batasan usia kendaraan adalah 4 tahun (persyaratan K3)<br />
&bull; 12-14 km dari rumah ke CCOD</p>

<p>&nbsp;</p>
",2024-03-17T15:23:15.838403Z
"VIBE United","Financial Advisor","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Staf Senior",https://karir.com//opportunities/1390002,"Tidak Disebutkan","<p>Melakukan Perluasan Jaringan</p><p>Melakukan Penerangan dan Penjelasan Mengenai Produk Asuransi</p><p>Menjaga Hubungan Dengan&nbsp; Relasi</p>",2024-03-16T04:57:29.210306Z
"VIBE United","FINANCIAL PLANNER ","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1391291,"Tidak Disebutkan","<p>Pendidikan minimal D3 </p><p>Pengalaman minimal 1 tahun</p><p>Pengalaman dalam penjualan </p><p>Kemampuan manajemen dan komunikasi yang kuat</p><br><br>",2024-03-16T04:55:37.474203Z
"PT Artha Demo Engineering Consultant","Staff Teknik Sipil (Gedung, Jalan dan Jembatan)",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394279,"Tidak Disebutkan","<p>1. Pria/ Wanita
</p><p>2. Berpengalaman profesional minimal 3 tahun dalam 10 tahun terakhir di Konsultan Perencanaan
</p><p>3. Menguasai AuotoCAD, Photoshop, Corell Draw, ETAB, SAP 2000, Lumion, Sketchup,
</p><p>4. Mengetahui jenis-jenis material bangunan
</p><p>5. Membuat Laporan perencanaan
</p><p>6. Membuat RAB
</p><p><br></p>",2024-03-16T09:34:16.006881Z
"PT Artha Demo Engineering Consultant","Staff Teknik Geodesi/ Geologi",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394281,"Tidak Disebutkan","<p>1. Pria / Wanita
</p><p>2. Pengalaman di Konsultan Perencanaan
</p><p>3. Menguasai software pengolahan data untuk pemetaan, diantaranya adalah Digitasi Peta, Auto Cad, Arc View, dan GIS.
</p><p>4. Mempunyai kemampuan Digitasi Peta dan Kebencanaan
</p><p>5. Mampu bekerjasama dalam tim
</p><p>6. Jujur, pekerja keras, aktif, inovatif, teliti dan berdedikasi tinggi
</p><p><br></p>",2024-03-16T09:37:55.302934Z
"PT Artha Demo Engineering Consultant","Staff Ahli Penginderaan Jauh",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394280,"Tidak Disebutkan","<p>1. Pria/ Wanita
</p><p>2. Pengalaman di Konsultan Perencanaan (Penginderaan Jauh)
</p><p>3. Menguasai software pengolahan data untuk pemetaan, diantaranya adalah Auto Cad, Arc View, dan GIS.
</p><p>4. Mempunyai kemampuan Digitasi Peta dan Kebencanaan
</p><p>5. Mampu bekerjasama dalam tim
</p><p>6. Jujur, pekerja keras, aktif, inovatif, teliti dan berdedikasi tinggi
</p><p><br></p>",2024-03-16T09:36:19.564194Z
"PT Artha Demo Engineering Consultant","Staff Ahli Arsitek",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394282,"Tidak Disebutkan","<p>1. Pria / Wanita
</p><p>2. Berpengalaman dibidangnya min 1 tahun di konsultan perencanaan
</p><p>3. Menguasai program autocad, 3D, Lumion, sketchup, dll
</p><p>4. Bersedia bekerja dibawah tekanan
</p><p>5. Bersedia lembur
</p><p>6. Bisa Membuat RAB
</p><p>7. Bisa Menghitung Estimasi Budget
</p><p>8. Bisa membaca gambar desain perencanaan
</p><p><br></p>",2024-03-16T09:39:29.107775Z
"PT Artha Demo Engineering Consultant","Staff Arsitek Landskap",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394284,"Tidak Disebutkan","<p>1. Pria / Wanita
</p><p>2. Pengalaman dibidangnya min 3 tahun di konsultan perencanaan
</p><p>3. Pengetahuan tentang Arsitek Landskap tata ruang kota atau desain fisik
</p><p>4. AuotoCAD, Photoshop, Corell Draw, ETAB, SAP 2000, Lumion, Sketchup
</p><p>5. Desain gambar perencanaan
</p><p><br></p>",2024-03-16T09:42:46.438249Z
"RSIA Resti Mulya ","Perawat ICU","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1392840,"Tidak Disebutkan","<p>Wanita/pria
</p><p>Umur min.25 tahun
</p><p>Lulusan min.D3 keperawatan
</p><p>Memiliki sertifikat ICU
</p><p>Berpengalaman sebagai perawat ICU
</p><p>Memiliki ijazah dan STR yang masih berlaku
</p><p>Memiliki sertifikat BTCLS</p>",2024-03-16T05:31:37.286133Z
"PT Artha Demo Engineering Consultant","Staff Ahli Perencanaan Wilayah dan Kota",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394283,"Tidak Disebutkan","<p>1. Pria / Wanita
</p><p>2. Pengalaman dibidangnya min 3 tahun di konsultan perencanaan
</p><p>3. Pengetahuan tentang tata ruang kota atau desain fisik
</p><p>4. Menguasai ArGIS
</p><p><br></p>",2024-03-16T09:41:25.624221Z
"PT Artha Demo Engineering Consultant","Staff Teknik Kelautan",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394278,"Tidak Disebutkan","<p>1. Pria / Wanita
</p><p>2. Siap bekerja lembur
</p><p>3. Siap bekerja dibawah tekanan
</p><p>4. Pengetahuan ilmu kelautan
</p><p>5.Pengetahuan teknik kelautan DLKR DAN DLKp
</p><p>6. Pengetahuan Ilmu Biologi Kelautan
</p><p>7. Kemampuan melakukan analisis
</p><p>8. Kemampuan mengumpulkan data
</p><p><br></p>",2024-03-16T09:32:09.728823Z
"PT Shelter Nusantara","Beauty Advisor Kosmetik",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394256,"Tidak Disebutkan","- Wanita usia max 30 tahun<p>- Pendidikan minimal SMA</p><p>- Pengalaman BA/SPG Kosmetik</p><p>- Bisa make-up</p><p>- Penempatan Magetan, Jawa TImur</p>",2024-03-15T02:22:16.403551Z
"PT Majapahit Solusi Bersama","Sales Advisor (Realme)","Prov. Kalimantan Selatan",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394261,"Tidak Disebutkan","<p>- Pria/Wanita<br />
- Pendidikan min. SMA<br />
- Usia maks. 30 Tahun<br />
- Memiliki kemampuan komunikasi yang baik<br />
- Fresh Graduate dipersilahkan melamar<br />
- Bersedia ditempatkan di toko/outlet manapun</p>
",2024-03-15T04:04:25.8327Z
"PT Dunia Nutrisi Indonesia","FITNESS MANAGER GYM","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Manajer - Departemen",https://karir.com//opportunities/1390660,"Tidak Disebutkan","<p>Pengalaman sebagai Personal Trainer minimal 5 tahun berturut</p><p><strong>Diutamakan pengalaman Fitness manager di tempat gym</strong></p><p>Siap ditempatkan di seluruh cabang Jakarta</p><p>Siap Masuk ASAP - MEI 2024</p>",2024-03-15T02:46:24.453065Z
"PT Majapahit Solusi Bersama","Sales Advisor (Realme)","Prov Kalimantan Utara",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394259,"Tidak Disebutkan","<p>- Pria/Wanita<br />
- Pendidikan min. SMA<br />
- Usia maks. 30 Tahun<br />
- Memiliki kemampuan komunikasi yang baik<br />
- Fresh Graduate dipersilahkan melamar<br />
- Bersedia ditempatkan di toko/outlet manapun</p>
",2024-03-15T04:02:12.118962Z
"PT Owens Sarana Asia Pasifik","Admin Finance","Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1327438,"Tidak Disebutkan","<p>&nbsp;</p>

<ul>
	<li>Teliti</li>
	<li>Jujur</li>
	<li>Disiplin</li>
	<li>Detail</li>
	<li>Cermat dan tenang</li>
	<li>Dapat bekerjasama dengan tim</li>
	<li>Mampu bekerja dibawah tekanan</li><li>Cekatan dalam berhitung</li>
</ul>

<p>&nbsp;</p>
",2024-03-15T06:34:52.572047Z
"PT Dunia Nutrisi Indonesia","SALES MANAGER GYM ","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Manajer - Departemen",https://karir.com//opportunities/1390659,"Tidak Disebutkan","<p>Hanya bagi yang Pengalaman<strong> Sales di Tempat Fitness</strong> minimal 5 tahun secara berturut</p><p>Atau Diutamakan memilik Pengalaman Sales Manajer di Tempat Fitness</p><p>Siap ditempatkan di seluruh cabang Jakarta</p><p><strong>Siap masuk ASAP - MEI 2024</strong></p>",2024-03-15T02:46:30.420519Z
"PT Galic Bina Mada","Sales Support dan Analyst",Bekasi,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1391699,"Tidak Disebutkan","<p>1.	Pendidikan Minimal S1.
</p><p>2.	Usia maksimal 30 Tahun.
</p><p>3.	Memiliki pengalaman kerja sebagai sales support &amp; analyst minimal 1 tahun.
</p><p>4.	Mahir dalam menggunakan computer seperti Microsoft words, power point dan rumus excel.
</p><p>5.	Memiliki kemampuan interpersonal yang baik dan tekun dalam bekerja.
</p><p>6.	Memiliki kemampuan komunikasi yang baik dan dapat bekerja sama dengan Tim.
</p><p>7.	Memiliki kemampuan Analisa dan logika numerik.
</p><p>8.	Domisili Bekasi / Bersedia di tempatkan di Cibitung.
</p><p><br></p>",2024-03-15T06:50:59.406259Z
"PT Akasha Wira International Tbk","Graduate Trainee - Machine Learning Engineer","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]",Supervisor,https://karir.com//opportunities/1393755,"Tidak Disebutkan","<p><ul><li>S1 or S2 graduates from a reputable university. Preferably having 1-2 years experience (intern/full-time)
</li><li>Open for all majors with min. GPA 3.5/4.0
</li><li>Having good communication skills, open-minded, “hungry”, curious &amp; fast learning, and technology savvy</li></ul></p>",2024-03-15T01:56:13.173762Z
