pt,title,lokasi,gaji,level,pendidikan,tipe_pekerjaan,description,link,post_date
"NICOLE PACK","Admin Gudang WIP","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Nicole Pack perusahaan yang bergerak di bidang pembuatan packaging dari kertas, selain menjual packaging di marketplace, kami juga melayani custom packaging sesuai kebutuhan customer

Tanggung Jawab Pekerjaan :

1.	Melakukan proses input detail SPK produksi ke dalam sistem ERP
2.	Melakukan update proses produksi yang ada dalam Form Sirkulasi produksi ke sistem ERP
3.	Melakukan update penerimaan barang yang diterima dari vendor & pengeluaran barang untuk dikirim ke vendor ke dalam sistem ERP
4.	Melakukan update penerimaan & pengeluaran stock bahan mentah ke dalam spreadsheet
5.	Melakukan update penerimaan & pengeluaran stock perlengkapan produksi ke dalam spreadsheet
6.	Meakukan update data  Outstanding PO Vendor atas barang yang sudah diterima ke dalam spreadsheet
7.	Membuat detail rekap SPK ke dalam file excel khusus
8.	Membuat rekap detail absen staff gudang

Keahlian :

1.	Menguasai excel
2.	Menguasai sistem ERP
3.	Menguasai basic proses produksi
4.	Memiliki basic berhitung yang baik
5.	Memiliki kemampuan menganalisa yang baik

Kualifikasi :

1.	Pria / Wanita, maksimal usia 30 Tahun
2.	Pendidikan min SMA/SMK atau sederajat
3.	Minimal memiliki 2 tahun pengalaman kerja sebagai staff gudang
4.	Memiliki kemampuan menganalisa data & angka dengan baik
5.	Siap Bekerja Segera
6.	Penempatan kerja di Cengkareng, Jakarta Barat

Waktu Bekerja :
Senin – Jumat 08:00 – 17:00, Sabtu 08:00 – 15:00",https://www.loker.id/transportation-logistics/warehouse/admin-gudang-wip-nicole-pack-jakarta-barat.html,"Posted Date: Februari 29, 2024"
"PT. GRAFINDO ARTAPERSADA","Staff Gudang","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","PT.grafindo Arta persada merupakan perusahaan yang bergerak dibidang packaging plastik dan alat-alat tulis kantor. Saat ini kami membutuhkan Staff Gudang 

Tanggung Jawab Pekerjaan :

– Menyusun barang dengan rapih
– mampu mengangkat barang
– melakukan stok barang
– mengirim barang 

Keahlian :

– Memiliki pengetahaun mengenai gudang dan jalan area jakarta
– Mampu menyusun barang dengan rapi

Kualifikasi :

– Laki-laki max 35 th
– Berpengalaman di gudang/ kurir
– memiliki kendaraan pribadi
– Domisili Sunter Tanjung Priuk Jakarta utara

Waktu Bekerja :
Senin – Sabtu",https://www.loker.id/transportation-logistics/warehouse/staff-gudang-pt-grafindo-artapersada-jakarta-utara.html,"Posted Date: Februari 28, 2024"
"PT JAYA NIAGA SEJAHTERA","Staff Stock Opname","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Menghitung stock barang di gudang dan di toko dengan teliti. Membuat rekapitulasi bulanan hasil stock opname. Memiliki kemampuan analisa yang baik

Tanggung Jawab Pekerjaan :

Bertanggung jawab penuh atas Stock Opname di Toko maupun Gudang

Keahlian :

Memahami Komputer

Kualifikasi :

– Laki-laki. Usia Max. 35 thn
– Pend. Minimal SMA/SMK Sederajat
– Memiliki pengalaman minimal 1 thn di bidang Stock Opname
– Memiliki kemampuan analisa yang baik
– Memiliki SIM C
– Mau bekerja sesaui jadwal yang diberikan/Siap bekerja di Hari Minggu/Hari Libur
– Penempatan Gajah Mada – Jakarta barat

Waktu Bekerja :
Hari Kamis – Selasa, Jam  07:00 -16:00
Tunjangan :

Uang Makan. Uang Pulsa",https://www.loker.id/transportation-logistics/warehouse/staff-stock-opname-pt-jaya-niaga-sejahtera-jakarta-barat.html,"Posted Date: Februari 26, 2024"
"Serdang Airbag Solution",Sales,"Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","CV Serdang Airbag Solution bergerak di bidang perbaikan airbag di seluruh Indonesia. Kami membutuhkan beberapa staff sales untuk menawarkan jasa kami.

Tanggung Jawab Pekerjaan :

Menawarkan jasa yang kami provide secara online dan offline
Mencari data pengusaha automotif yang berpontensi menjadi client
Menghubungi potential client

Keahlian :

Menguasai media social
Menggunakan Microsoft Office
Berkomunikasi dengan baik

Kualifikasi :

Laki-laki
Pengalaman di bidang sales selama 1-2 thn( memiliki background automotif akan lebih baik)
Memiliki kendaraan sendiri

Waktu Bekerja :
Jam 8-5, Senin – Sabtu
Insentif :

Uang Komisi penjualan",https://www.loker.id/penjualan/konsultan-penjualan/sales-serdang-airbag-solution-jakarta-utara.html,"Posted Date: Februari 23, 2024"
"PT Dwijayatek Adigemilang","Staff Admin","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Dwijayatek Adigemilang adalah Perusahaan yang bergerak dalam bidang
– Jasa penjualan dan penyewaan alat berat (Tower Crane, Passanger Hoist, Mobil Crane dan alat berat lainnya)
– Penyewaan Scaffolding
– Penyewaan garasi trailer
– Penyewaan Gudang
PT Dwijayatek Adigemilang sedang membutuhkan Staff Admin yang kompeten dibidangnya.

Tanggung Jawab Pekerjaan :

1. Mengatur dan mengelola berbagai jenis dokumen perusahaan, termasuk surat-menyurat, kontrak, dokumen kepegawaian dan dokumen penting lainnya.
2. Melakukan entry data
3. Komunikasi dan koordinasi
4. Administrasi keuangan
5. Penyambutan tamu
6. Mengelola jadwal rapat, janji atau perjalanan bisnis untuk tim atau individu
7. Penyediaan perlengkapan kantor
8. Pengelolaan Inventaris
9. Penanganan panggilan Telepon

Keahlian :

•	Mampu mengoperasikan komputer Ms Office
•	Kemampuan komunikasi
•	Manajemen waktu yang baik 

Kualifikasi :

•	Wanita maksimal usia 35 Tahun
•	Pengalaman bekerja dibidang yang sama 1 Tahun

Waktu Bekerja :
Senin – Jum’at Jam 08.00 s/d 17.00 WIB
Tunjangan :

Uang Makan
Tunjangan Hari Raya",https://www.loker.id/administrasi/staf-admin/staff-admin-pt-dwijayatek-adigemilang-jakarta-utara.html,"Posted Date: Februari 23, 2024"
"PT Dwijayatek Adigemilang","Staff Accounting","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Dwijayatek Adigemilang adalah Perusahaan yang bergerak dalam bidang
– Jasa penjualan dan penyewaan alat berat (Tower Crane, Passanger Hoist, Mobil Crane dan alat berat lainnya)
– Penyewaan Scaffolding
– Penyewaan garasi trailer
– Penyewaan Gudang
PT Dwijayatek Adigemilang sedang membutuhkan Staff Accounting yang kompeten dibidangnya.

Tanggung Jawab Pekerjaan :

1. Mencatat dan memeriksa transaksi keuangan
2. Membuat laporan keuangan
3. Mengelola pembayaran
4. Mengerti dasar Pelaporan Pajak (PPh 21,23, PPN)

Keahlian :

1. Mampu mengoperasikan komputer Ms Office
2. Menguasai sistem Accurate 

Kualifikasi :

•	Wanita maksimal usia 35 Tahun
•	Memiliki pengalaman kerja di bidang terkait
•	Memiliki kemampuan Analisa yang baik
•	Memiliki pengetahuan di Akuntansi 

Waktu Bekerja :
Senin – Jum’at Jam 08.00 s/d 17.00 WIB
Tunjangan :

Uang makan
Tunjangan Hari Raya",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-pt-dwijayatek-adigemilang-jakarta-utara.html,"Updated:  Maret 19, 2024"
"Sinar Mentari Diesel","Admin Operasional","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Sinar Mentari Diesel (SMD) menjual barang sparepart serta mesin pertanian. Saat ini kami membuka lowongan untuk posisi Admin Operasional untuk kantor kami yang berlokasi di Jakarta Barat. 

Tanggung Jawab Pekerjaan :

– Memproses orderan (input order di program, memastikan ketersediaan stok)
– Mengkoordinasi pengiriman dengan staff Gudang
– Merapikan nota / dokumen kantor
– Membantu pengemasan barang di gudang di saat senggang
Setelah menjalani masa percobaan selama 3 bulan, calon terpilih juga akan diarahkan untuk menjalankan kegiatan telesales (via telepon dan Whatsapp) atau menjalankan kegiatan penjualan lewat platform online. Tugas ini akan ditentukan sesuai kemampuan dan minat dari calon terpilih.

Keahlian :

– Kegiatan Administrasi (input order, pengurusan pengiriman, dll)
– Sales / Telesales
– Sudah terbiasa menggunakan Microsoft Word dan Excel (juga Google Docs)
– Pengalaman menggunakan program sejenis SQL (seperti Accurate)

Kualifikasi :

– Wanita
– Berusia 20 – 30 tahun
– Pendidikan min SMA/SMK sederajat
– Ada pengalaman admin / sales / telesales ( Fresh Graduate Welcome)
– Akan diutamakan apabila punya pengalaman di bidang sparepart / mesin pertanian
– Berdomisili di Jakarta (diutamakan yang rumahnya dekat di Jakarta Barat)

Waktu Bekerja :
Senin – Sabtu (8.30 – 17.00)
Tunjangan :

– Uang makan untuk setiap hari kerja aktif (akan dijelaskan lebih lanjut saat proses interview)

Insentif :

– Bonus penjualan apabila pelamar terpilih sudah mulai aktif melakukan kegiatan telesales via telepon dan Whatsapp (persentase akan dijelaskan lebih lanjut saat proses interview)",https://www.loker.id/telemarketing-telesales/admin-operasional-sinar-mentari-diesel-jakarta-barat.html,"Updated:  Maret 21, 2024"
"PT. Sinar Karya Rakindo","Staff Packing","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,"PT. Sinar Karya Rakindo yang bergerak dalam bidang Retail. Membutuhkan kru packing yang berdomisili di Jakarta. 

Tanggung Jawab Pekerjaan :

Packing , Stockiest , Stock Opname

Keahlian :

MS office
Packing

Kualifikasi :

* Pria umur 18-30 tahun
* BIsa bekerja dengan team
* memiliki pengalaman 

Waktu Bekerja :
8.30 – 17.30",https://www.loker.id/transportation-logistics/packing/staff-packing-pt-sinar-karya-rakindo-jakarta-utara.html,"Posted Date: Februari 22, 2024"
"Sinar Mentari Diesel","Supir Pengiriman","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Sinar Mentari Diesel (SMD) menjual barang sparepart serta mesin pertanian. Saat ini kami membuka lowongan untuk posisi supir pengiriman untuk kantor kami yang berlokasi di Jakarta Barat. Di posisi ini, pelamar terpilih akan membantu kantor melakukan pengiriman barang dan juga membantu persiapan pengiriman.

Tanggung Jawab Pekerjaan :

– Melakukan pengiriman setiap harinya dengan menggunakan motor / mobil box mini / mobil truk engkel
– Membantu menjaga kerapihan gudang saat tidak melakukan pengiriman (menata barang, pengepakan pengiriman, dll)
– Tugas tambahan lain; seperti: membantu membawa mobil untuk pengecekan secara berkala ke bengkel dan membantu membeli peralatan pengiriman (seperti dus dan karung)

Keahlian :

– Mengendarai motor / mobil box mini / truk engkel (memiliki SIM B dan SIM C)
– Mengenal jalan-jalan di Jakarta

Kualifikasi :

– Pria
– Memiliki SIM B dan SIM C (mohon menyertakan fotokopi SIM di lamaran)
– Umur 20-30 thn
– Memiliki pengalaman jadi supir pengiriman / staff gudang
– Berdomisili di Jakarta (terutama di Jakarta Barat)

Waktu Bekerja :
Senin – Sabtu (8.30 – 17.00)",https://www.loker.id/transportation-logistics/driver/supir-pengiriman-sinar-mentari-diesel-jakarta-barat.html,"Posted Date: Februari 22, 2024"
"Sinar Mentari Diesel","Staff Gudang","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Posisi yang dibuka adalah sebagai Staff Gudang (Sparepart Mesin Pertanian) di kantor kami yang berlokasi di Jakarta Barat. Akan diutamakan untuk yang memiliki pengalaman berkerja di bidang sparepart mesin pertanian sebelumnya dan punya pengetahuan yang cukup luas akan bidang tersebut (sebagai contoh: tahu barang-barang mesin 328, TU26 dan GX). Tugas utama adalah menyiapkan orderan setiap harinya sesuai daftar yang diterima, serta menjaga stok dan kerapihan gudang.
Posisi ini juga terbuka untuk calon yang tidak memiliki pengalaman berkerja / pengetahuan di bidang sparepart, tapi bersedia untuk belajar dengan cepat.

Tanggung Jawab Pekerjaan :

– Menyiapkan orderan sesuai packing list / daftar pesanan yang diterima dari admin
– Memuat barang ke mobil untuk pengiriman (setiap sore)
– Mengemas barang (plastik / dus / stiker)
– Memastikan semua barang ada pada tempatnya
– Menjaga kerapihan dan kebersihan gudang
– Membantu pengiriman ke ekspedisi (bila diperlukan)

Keahlian :

– Punya pengetahuan atas sparepart mesin pertanian
– Kemampuan berkomunikasi yang baik

Kualifikasi :

– Pria
– Pendidikan SMA/SMK Sederajat
– Berusia 18-28 tahun
– Sehat dan memiliki kondisi fisik yang kuat, karena akan mengangkat barang-barang berat
– Memiliki SIM C (dan A bila ada) dan kendaraan pribadi untuk transportasi ke kantor

Waktu Bekerja :
Senin – Sabtu (8.30 – 17.00)
Tunjangan :

– uang makan untuk setiap hari kerja aktif (akan dijelaskan lebih lanjut saat proses interview)

Insentif :

– uang lembur (bila lembur diatas jam 18.00)",https://www.loker.id/transportation-logistics/warehouse/staff-gudang-sinar-mentari-diesel-jakarta-barat-2.html,"Posted Date: Februari 22, 2024"
"PT. LAJU KARYA SAHABAT","Staff Accounting Tax","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","1. Mengecek kelengkapan dokumen invoice dan membuat pajak keluaran.
2. Mengecek dokumen masukan dan upload invoice masukan.
3. Scan dokumen.
4. Monitor Ots Hutang dan piutang.
5. Arsip.

Tanggung Jawab Pekerjaan :

1. Memeriksa kelengkapan dan keakuratan data  pajak masukan dan keluaran dengan benar.
2. Memastikan dokumen terecord.
3. Memastikan semua dokumen lengkap sesuai ketentuan.
4. Memastikan laporan ppn tepat waktu.
5. Memastikan pembayaran tepat waktu.

Keahlian :

1. Mengusai / mengerti pajak (ppn, pph) diutamankan.
2. Bisa aplikasi e-faktur / Jurnal.id
3. Ms word, Excel, PPT.

Kualifikasi :

1. Bisa mengendarai kendaraan sendiri dan punya sim.
2. Pendidikan minimal SMA/SMK sederajad
3. Fresh graduate silahkan melamar

Waktu Bekerja :
Senin – Jumat pukul 08:30 – 16:30, Sabtu pukul 08:30 – 15:00
Tunjangan :

BPJS",https://www.loker.id/akuntansi-keuangan/perpajakan/staff-accounting-tax-pt-laju-karya-sahabat-jakarta-utara.html,"Posted Date: Februari 20, 2024"
1000pelangi,"Junior Staff Keuangan","Jakarta Pusat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Holding sekolah Pelangi mencari tenaga akuntansi dan logistik untuk mengisi lowongan staf akuntansi
Staf akuntansi akan bekerja full time sebagai penata rekening untuk merekap biaya pokok penjualan

Tanggung Jawab Pekerjaan :

1. memverifikasi billing dan tagihan pihak ke3
2. mencatat pembebanan pada rekening penjualan
3. verifikasi pembayaran dan setoran
4. melakukan setoran tunai

Keahlian :

menguasai excel, memahami sistem (akan ada pelatihan sistem), menguasai komputer dan word
khusus akuntansi menguasai akuntansi sederhana dan penjurnalan

Kualifikasi :

Wanita
Pendidikan minimal SMA sederajad
Pengalaman di posisi accounting atau admin
bisa mengendarai motor dan punya SIM C atau bersedia mengurus sim C, motor disediakan
usia max 23tahun

Waktu Bekerja :
senin sd jumat 8.30 sd 17.30; sabtu 8.30 sd 15.30",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/junior-staff-keuangan-1000pelangi-jakarta-pusat.html,"Updated:  Februari 27, 2024"
"PT Dwijayatek Adigemilang",Marketing,"Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Dwijayatek Adigemilang membuka lowongan kerja untuk mengisi posisi sebagai marketing staff

Tanggung Jawab Pekerjaan :

Mempromosikan penyewaan gudang dan jasa penyewaan scaffolding kepada target konsumen dengan tujuan meningkatkan penjualan perusahaan

Keahlian :

– Pemahaman tentang konsumen
– Strategi pemasaran
– Pengetahuan tentang scaffolding dan pergudangan
– Kemampuan berkomunikasi yang baik.

Kualifikasi :

– Pria
– Usia 25 – 35 Thn
– Minimal kerja 2 tahun di bidang pergudangan/scaffolding

Waktu Bekerja :
Senin – Jum’at = Jam 08.00 s/d 17.00",https://www.loker.id/pemasaran/komunikasi-pemasaran/marketing-pt-dwijayatek-adigemilang-jakarta-utara.html,"Updated:  Februari 23, 2024"
"PT GARUDA LOGISTICS","Staff Akunting Keuangan","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT GARUDA LOGISTICS ADALAH PERUSAHAAN JASA TRANSPORTASI DARAT DENGAN ARMANA UNIT BERUPA TRUK-TRUK. DIMANA SAAT INI SEDANG MEMERLUKAN 3 STAFF UNTUK TEAM AKUNTING & KEUANGAN.

Tanggung Jawab Pekerjaan :

1.    Cek input Job/Project dan kontrol (secara manual excel & Accurate)
2.    Membuat /input Voucher dalam Accurate (sesuai lampiran pendukungnya)
3.    Cross check laporan Penjualan & laporan Job
4.    Mengumpulkan, memeriksa kelengkapan dokumen/ bukti pendukung kelengkapan data Job/Project dari Pengurus Operasional & Pengurus Lapangan , merekap sebagai Laporan kontrol kelengkapan dokumen pendukung (softcopy & hardcopy) , mampu melaksanakan Follow-Up rutin untuk kelengkapan tersebut kepada Pengurus bersangkutan.
5.    Kontrol tanggal kirim dan terima invoice dalam laporan Job & Follow-Up pengembalian Tanda Terima Tagihan dari Customer & Filling
6.    Follow-Up penagihan Piutang Customer.
7.    Menginput Sales Receipt dalam Accurate & cefk sesuai bukti kelengkapan   pelunasan pembayaran & Filling
8.    Follow-Up dokumen pajak (bukti potong)
9.    Menyusun Laporan-laporan pendukung keperluan Akunting
10. Filling (filling softcopy & filling hardcopy) dokumen-dokumen kelengkapan Akunting Keuangan, Follow-Up jika ada kekurangan dokumen.

Keahlian :

Menguasai M Word dan M Excel, paham dasar-dasar Akuntansi
Mampu menggunakan software akunting (lebih diutamakan Accurate)
Mampu menyusun Laporan Keuangan

Kualifikasi :

1.    Bersedia ditempatkan kerja di jl. Kemukus 32 , Pinangsia – Jakarta Barat  atau di  Mutiara Taman Palem , Cengkareng Timur – Jakarta Barat
2. 	Usia : max 35 th
3. 	Memiliki pengalaman kerja di bidang akuntansi/keuangan

Waktu Bekerja :
Senin – Jumat (pk 08.30 – 17.00) ; Sabtu (pk 08.30 – 12.00)
Tunjangan :

BPJS, Pelatihan keahlian sesuai Jobdesc.

Insentif :

THR Hari Raya, perhitungan lembur di luar jam kerja yang tercantum.",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-akunting-keuangan-pt-garuda-logistics-jakarta-barat.html,"Posted Date: Februari 19, 2024"
"PT DUNIA INDAH MAKMUR","Staff Accounting","Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Dunia Indah Makmur adalah perusahaan Korea yang bergerak di bidang kecantikan yang memiliki brand Orlymiin, dan mempunyai devisi : Distributor, Salon, Klinik Aesthetic dan Academy.
Saat ini kami sedang membutuhkan karyawan di posisi staff accounting untuk ditempatkan di Jakarta Pusat, yang bertugas untuk mencatat semua transaksi penjualan, penerimaan dan pengeluaran kas dan bank, serta membuat laporan keuangan perusahaan.

Tanggung Jawab Pekerjaan :

– Menyusun laporan keuangan internal
– Membuat laporan lainnya yang diperlukan manajemen
– Mengumpulkan dan mengarsipkan semua dokumen pendukung laporan keuangan
– Mencatat transaksi harian
– Membuat laporan keuangan
– Memeriksa berkas dari transaksi yang ada

Keahlian :

– Menguasai program akutansi
– Memahami perpajakan
– Mampu membuat laporan keuangan
– Memahami prinsip dan prosedur akuntansi
– Mahir dalam Microsoft Office (excel, word, powerpoint)

Kualifikasi :

– Pendidikan minimal SMK Jurusan Akutansi
– Memiliki pengalaman minimal 1 tahun di bidang Accounting

Waktu Bekerja :
Senin sd Jum’at : 10.00 – 18.00 wib dan Sabtu : 10.00 – 14.00 wib",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-pt-dunia-indah-makmur-jakarta-pusat.html,"Posted Date: Februari 19, 2024"
